Mouse_gene_name	Mouse_id	Predicted_status	Number_of_mouse_orthologs	Degree	Rank	Weighted-degree	Weighted_rank	Zebrafish_gene_name	Zfin_id	Predicted_status	Number_of_zebrafish_orthologs	Degree	Rank	Weighted-degree	Weighted-rank
NA	NA	NA	1:rac3	NA	NA	NA	NA	rac3a	zdb-gene-040718-256	predicted	NA	116	125	49.7735294118	148
NA	NA	NA	1:melk	NA	NA	NA	NA	melk	zdb-gene-990603-5	predicted	NA	159	44	63.8572975596	64
NA	NA	NA	1:sdc2	NA	NA	NA	NA	sdc2	zdb-gene-021206-3	predicted	NA	58	351	23.5000419365	375
NA	NA	NA	1:hspa5	NA	NA	NA	NA	hspa5	zdb-gene-031001-11	predicted	NA	131	90	57.4382075096	97
NA	NA	NA	1:hspa9	NA	NA	NA	NA	hspa9	zdb-gene-030828-12	predicted	NA	162	41	72.3323927064	40
NA	NA	NA	NA	NA	NA	NA	NA	hspa8	zdb-gene-990415-92	predicted	NA	144	70	65.9806174569	56
NA	NA	NA	1:ascl1	NA	NA	NA	NA	ascl1a	zdb-gene-980526-90	predicted	NA	10	569	4.376588406	568
NA	NA	NA	1:pnpla7	NA	NA	NA	NA	pnpla7a	zdb-gene-070112-1812	predicted	NA	55	365	19.9964705882	411
NA	NA	NA	1:mapk15	NA	NA	NA	NA	mapk15	zdb-gene-050522-307	predicted	NA	107	160	40.7129411765	223
NA	NA	NA	1:pnpla7	NA	NA	NA	NA	pnpla7b	zdb-gene-050309-66	predicted	NA	55	365	20.1035294118	409
NA	NA	NA	1:mapk11	NA	NA	NA	NA	mapk11	zdb-gene-040625-75	predicted	NA	152	53	63.16	66
NA	NA	NA	1:mapk13	NA	NA	NA	NA	mapk13	zdb-gene-041111-17	predicted	NA	150	59	61.7011764706	76
NA	NA	NA	NA	NA	NA	NA	NA	myo16	zdb-gene-070912-470	predicted	NA	101	177	43.0794117647	208
NA	NA	NA	NA	NA	NA	NA	NA	hmcn1	zdb-gene-041014-322	predicted	NA	6	592	2.86342593143	589
NA	NA	NA	1:edaradd	NA	NA	NA	NA	edaradd	zdb-gene-050114-5	predicted	NA	4	598	2.15181990313	597
NA	NA	NA	NA	NA	NA	NA	NA	unm_m658	zdb-gene-070117-143	predicted	NA	18	516	7.31602026983	531
NA	NA	NA	1:ppm1g	NA	NA	NA	NA	ppm1g	zdb-gene-030425-4	predicted	NA	67	315	26.5225064591	348
NA	NA	NA	1:ppm1f	NA	NA	NA	NA	ppm1f	zdb-gene-051128-2	predicted	NA	76	266	31.8354111398	299
NA	NA	NA	1:ppm1e	NA	NA	NA	NA	ppm1e	zdb-gene-070326-2	predicted	NA	65	326	26.780033947	345
NA	NA	NA	1:wnt11	NA	NA	NA	NA	wnt11r	zdb-gene-980526-249	predicted	NA	54	373	24.0636109247	365
NA	NA	NA	1:ppm1k	NA	NA	NA	NA	ppm1k	zdb-gene-050306-8	predicted	NA	79	250	33.1602151162	285
NA	NA	NA	NA	NA	NA	NA	NA	nog1	zdb-gene-991206-8	predicted	NA	30	466	13.9133199676	452
NA	NA	NA	NA	NA	NA	NA	NA	nog2	zdb-gene-991206-14	predicted	NA	9	573	4.05647058824	571
NA	NA	NA	NA	NA	NA	NA	NA	nog3	zdb-gene-990714-8	predicted	NA	52	382	23.6294958299	371
NA	NA	NA	1:nkx2-2	NA	NA	NA	NA	nkx2.2a	zdb-gene-980526-403	predicted	NA	71	297	29.6709769038	315
NA	NA	NA	NA	NA	NA	NA	NA	ywhag1	zdb-gene-011115-1	predicted	NA	122	110	53.9053838988	115
NA	NA	NA	1:pax2	NA	NA	NA	NA	pax2a	zdb-gene-990415-8	predicted	NA	47	401	20.6717721224	403
NA	NA	NA	1:pdgfrb	NA	NA	NA	NA	pdgfrb	zdb-gene-030805-2	predicted	NA	127	95	54.1264142293	113
NA	NA	NA	1:umps	NA	NA	NA	NA	umps	zdb-gene-040426-785	predicted	NA	112	139	44.4264705882	199
NA	NA	NA	1:ppm1a	NA	NA	NA	NA	ppm1ab	zdb-gene-991102-14	predicted	NA	39	422	14.6964705882	447
NA	NA	NA	1:ppm1a	NA	NA	NA	NA	ppm1aa	zdb-gene-991102-15	predicted	NA	40	419	14.1041176471	451
NA	NA	NA	NA	NA	NA	NA	NA	si:dkey-263f15.2	NA	predicted	NA	83	232	34.0376470588	272
NA	NA	NA	1:fbl	NA	NA	NA	NA	fbl	zdb-gene-040426-1936	predicted	NA	84	226	50.5666909646	138
NA	NA	NA	NA	NA	NA	NA	NA	si:ch73-362f1.1	NA	predicted	NA	108	156	44.0194117647	202
NA	NA	NA	NA	NA	NA	NA	NA	chd	zdb-gene-990415-33	predicted	NA	74	279	34.7016716388	264
NA	NA	NA	1:rpsa	NA	NA	NA	NA	rpsa	zdb-gene-040426-811	predicted	NA	97	190	56.847541742	101
NA	NA	NA	1:isl2	NA	NA	NA	NA	isl2a	zdb-gene-980526-562	predicted	NA	9	573	3.55193737206	576
NA	NA	NA	1:tfap2a	NA	NA	NA	NA	tfap2a	zdb-gene-011212-6	predicted	NA	21	503	8.02679955443	512
NA	NA	NA	1:foxa2	NA	NA	NA	NA	foxa2	zdb-gene-980526-404	predicted	NA	88	216	38.0038244307	244
NA	NA	NA	1:ctnnd1	NA	NA	NA	NA	ctnnd1	zdb-gene-110208-9	predicted	NA	70	301	30.2468757245	311
NA	NA	NA	1:disp1	NA	NA	NA	NA	disp1	zdb-gene-030911-7	predicted	NA	19	512	9.33423109626	505
NA	NA	NA	1:snapc1	NA	NA	NA	NA	snapc1b	zdb-gene-040426-716	predicted	NA	37	433	17.018077937	427
NA	NA	NA	NA	NA	NA	NA	NA	si:ch73-97e20.2	NA	predicted	NA	122	110	44.7652941177	194
NA	NA	NA	1:rarg	NA	NA	NA	NA	rargb	zdb-gene-070314-1	predicted	NA	29	471	10.6336093907	494
NA	NA	NA	1:rarg	NA	NA	NA	NA	rarga	zdb-gene-980526-531	predicted	NA	39	422	14.3793826613	449
NA	NA	NA	NA	NA	NA	NA	NA	snrpb2	zdb-gene-060616-2	predicted	NA	32	459	16.3076470588	432
NA	NA	NA	1:th	NA	NA	NA	NA	th	zdb-gene-990621-5	predicted	NA	9	573	3.44059748327	580
NA	NA	NA	1:tnpo3	NA	NA	NA	NA	tnpo3	zdb-gene-040426-708	predicted	NA	5	596	1.960041414	600
NA	NA	NA	NA	NA	NA	NA	NA	acvr2b	zdb-gene-980526-549	predicted	NA	75	273	35.89784291	257
NA	NA	NA	1:hdac4	NA	NA	NA	NA	hdac4	zdb-gene-061013-95	predicted	NA	75	273	32.1681301572	296
NA	NA	NA	NA	NA	NA	NA	NA	brd3a	zdb-gene-030131-6141	predicted	NA	51	387	21.477945907	395
NA	NA	NA	NA	NA	NA	NA	NA	hsp70l	zdb-gene-050321-1	predicted	NA	109	154	48.1688744469	161
NA	NA	NA	NA	NA	NA	NA	NA	si:dkey-107i16.4	NA	predicted	NA	4	598	2.12	598
NA	NA	NA	1:cstf3	NA	NA	NA	NA	cstf3	zdb-gene-040426-1997	predicted	NA	54	373	27.1381330181	342
NA	NA	NA	NA	NA	NA	NA	NA	si:ch211-272n13.7	zdb-gene-160113-22	predicted	NA	44	406	18.7164705882	421
NA	NA	NA	NA	NA	NA	NA	NA	rps5	zdb-gene-020419-12	predicted	NA	83	232	50.766027236	136
NA	NA	NA	1:rps3	NA	NA	NA	NA	rps3	zdb-gene-030131-8494	predicted	NA	80	244	46.3558870341	177
NA	NA	NA	1:rpl5	NA	NA	NA	NA	rpl5a	zdb-gene-030131-5161	predicted	NA	76	266	44.0602478387	201
NA	NA	NA	1:brd4	NA	NA	NA	NA	brd4	zdb-gene-030131-267	predicted	NA	50	393	20.8454061149	401
NA	NA	NA	NA	NA	NA	NA	NA	cwc22	zdb-gene-060929-452	predicted	NA	15	540	6.50882352941	542
NA	NA	NA	1:cad	NA	NA	NA	NA	cad	zdb-gene-021030-4	predicted	NA	184	26	97.8373128876	8
NA	NA	NA	1:gnao1	NA	NA	NA	NA	gnao1b	zdb-gene-040426-1693	predicted	NA	70	301	27.4588235294	337
NA	NA	NA	1:sema3c	NA	NA	NA	NA	sema3c	zdb-gene-050513-5	predicted	NA	10	569	4.01270309364	572
NA	NA	NA	1:gnao1	NA	NA	NA	NA	gnao1a	zdb-gene-040426-1757	predicted	NA	80	244	32.6376470588	291
NA	NA	NA	NA	NA	NA	NA	NA	unm_m110	zdb-gene-070117-471	predicted	NA	18	516	7.31602026983	517
NA	NA	NA	1:actn2	NA	NA	NA	NA	actn2b	zdb-gene-051127-39	predicted	NA	98	184	44.5629569224	195
NA	NA	NA	1:ddx18	NA	NA	NA	NA	ddx18	zdb-gene-030131-9685	predicted	NA	102	174	50.2766986985	143
NA	NA	NA	1:gna13	NA	NA	NA	NA	gna13b	zdb-gene-030131-8277	predicted	NA	101	177	42.9018567977	211
NA	NA	NA	NA	NA	NA	NA	NA	gna13a	zdb-gene-030131-5024	predicted	NA	67	315	27.5658823529	335
NA	NA	NA	1:ccnb1	NA	NA	NA	NA	ccnb1	zdb-gene-000406-10	predicted	NA	81	240	40.717059841	222
NA	NA	NA	NA	NA	NA	NA	NA	polr2d	zdb-gene-040714-2	predicted	NA	44	406	27.2021995199	341
NA	NA	NA	NA	NA	NA	NA	NA	si:rp71-56k2.1	NA	predicted	NA	11	560	5.86705882353	557
NA	NA	NA	1:yars	NA	NA	NA	NA	yars	zdb-gene-030425-2	predicted	NA	74	279	30.27	310
NA	NA	NA	NA	NA	NA	NA	NA	rpl10	zdb-gene-030131-8656	predicted	NA	62	340	33.9612450296	274
NA	NA	NA	1:rpl11	NA	NA	NA	NA	rpl11	zdb-gene-040625-147	predicted	NA	79	250	47.6579274342	166
NA	NA	NA	1:rpl12	NA	NA	NA	NA	rpl12	zdb-gene-030131-5297	predicted	NA	77	261	45.0390108932	190
NA	NA	NA	NA	NA	NA	NA	NA	usp28	zdb-gene-041008-142	predicted	NA	22	501	9.06189659277	506
NA	NA	NA	1:pax6	NA	NA	NA	NA	pax6a	zdb-gene-990415-200	predicted	NA	41	418	16.466338801	431
NA	NA	NA	1:pax6	NA	NA	NA	NA	pax6b	zdb-gene-001031-1	predicted	NA	49	399	19.4871218446	417
NA	NA	NA	1:tgfb3	NA	NA	NA	NA	tgfb3	zdb-gene-030723-4	predicted	NA	77	261	34.7478342824	263
NA	NA	NA	NA	NA	NA	NA	NA	si:dkey-4p15.3	zdb-gene-121214-31	predicted	NA	80	244	37.3635294118	246
NA	NA	NA	NA	NA	NA	NA	NA	gnav1	zdb-gene-081031-92	predicted	NA	63	337	24.0094117647	367
NA	NA	NA	1:wdr90	NA	NA	NA	NA	wdr90	zdb-gene-070424-67	predicted	NA	10	569	3.69882352941	574
NA	NA	NA	1:rpa1	NA	NA	NA	NA	rpa1	zdb-gene-030912-3	predicted	NA	59	347	32.1029527774	297
NA	NA	NA	NA	NA	NA	NA	NA	unm_b1037	zdb-gene-070306-9	predicted	NA	8	580	3.29411764706	581
NA	NA	NA	1:cltc	NA	NA	NA	NA	cltca	zdb-gene-030131-2299	predicted	NA	69	306	29.499299344	319
NA	NA	NA	NA	NA	NA	NA	NA	kdrl	zdb-gene-000705-1	predicted	NA	187	25	81.0991383341	27
NA	NA	NA	NA	NA	NA	NA	NA	zgc:86709	zdb-gene-040625-35	predicted	NA	84	226	32.7594117647	290
NA	NA	NA	NA	NA	NA	NA	NA	col5a2a	zdb-gene-030616-13	predicted	NA	11	560	6.08588235294	548
NA	NA	NA	NA	NA	NA	NA	NA	col2a1b	zdb-gene-050302-9	predicted	NA	27	480	12.3433179814	470
NA	NA	NA	1:rab11a	NA	NA	NA	NA	rab11a	zdb-gene-041114-53	predicted	NA	120	116	52.1464442312	129
NA	NA	NA	1:pdp1	NA	NA	NA	NA	pdp1	zdb-gene-060810-70	predicted	NA	38	429	13.4235294118	457
NA	NA	NA	NA	NA	NA	NA	NA	pdp2	zdb-gene-000921-2	predicted	NA	37	433	13.0882352941	463
NA	NA	NA	NA	NA	NA	NA	NA	7955.ensdarp00000060865	NA	predicted	NA	30	466	15.1864705882	443
NA	NA	NA	1:aldh7a1	NA	NA	NA	NA	aldh7a1	zdb-gene-030131-6129	predicted	NA	33	457	13.79836371	453
NA	NA	NA	1:pax9	NA	NA	NA	NA	pax9	zdb-gene-980526-399	predicted	NA	18	516	7.68926374169	514
NA	NA	NA	1:egf	NA	NA	NA	NA	egf	zdb-gene-070922-1	predicted	NA	83	232	40.7758326194	220
NA	NA	NA	1:pcna	NA	NA	NA	NA	pcna	zdb-gene-000210-8	predicted	NA	71	297	32.8170588235	288
NA	NA	NA	1:polr2e	NA	NA	NA	NA	polr2eb	zdb-gene-040801-83	predicted	NA	43	410	23.5588235294	373
NA	NA	NA	1:paics	NA	NA	NA	NA	paics	zdb-gene-030131-9762	predicted	NA	226	4	104.468673379	6
NA	NA	NA	1:slc24a5	NA	NA	NA	NA	slc24a5	zdb-gene-031210-1	predicted	NA	7	586	2.95518040096	587
NA	NA	NA	NA	NA	NA	NA	NA	si:ch211-241j12.3	zdb-gene-040724-72	predicted	NA	63	337	23.7664705882	370
NA	NA	NA	NA	NA	NA	NA	NA	si:dkey-24p1.4	NA	predicted	NA	79	250	33.3505882353	281
NA	NA	NA	1:slc8a1	NA	NA	NA	NA	slc8a1a	zdb-gene-050809-1	predicted	NA	14	545	5.83638407626	559
NA	NA	NA	1:epor	NA	NA	NA	NA	epor	zdb-gene-071116-1	predicted	NA	40	419	19.1169527399	420
NA	NA	NA	1:acvrl1	NA	NA	NA	NA	acvrl1	zdb-gene-021003-1	predicted	NA	57	357	24.8009109942	362
NA	NA	NA	NA	NA	NA	NA	NA	si:dkey-264o13.1	NA	predicted	NA	21	503	7.91176470588	513
NA	NA	NA	1:ext2	NA	NA	NA	NA	ext2	zdb-gene-041124-3	predicted	NA	16	537	7.08111138986	536
NA	NA	NA	NA	NA	NA	NA	NA	nhp2l1a	NA	predicted	NA	63	337	33.6676470588	276
NA	NA	NA	1:pkn2	NA	NA	NA	NA	pkn2	zdb-gene-061207-42	predicted	NA	189	21	79.594301572	29
NA	NA	NA	1:ppm1l	NA	NA	NA	NA	ppm1la	zdb-gene-061103-118	predicted	NA	53	377	19.7582352941	413
NA	NA	NA	1:ppm1l	NA	NA	NA	NA	ppm1lb	zdb-gene-060929-136	predicted	NA	54	373	20.0723529412	410
NA	NA	NA	1:mcm7	NA	NA	NA	NA	mcm7	zdb-gene-020419-27	predicted	NA	92	205	45.6477847742	186
NA	NA	NA	1:zfand4	NA	NA	NA	NA	zfand4	zdb-gene-090312-102	predicted	NA	57	357	23.1588235294	379
NA	NA	NA	NA	NA	NA	NA	NA	mcm3	zdb-gene-020419-4	predicted	NA	84	226	40.4913180999	229
NA	NA	NA	1:tcp1	NA	NA	NA	NA	tcp1	zdb-gene-990714-24	predicted	NA	120	116	59.6520747916	86
NA	NA	NA	1:vps45	NA	NA	NA	NA	vps45	zdb-gene-060503-526	predicted	NA	23	499	9.88999999999	499
NA	NA	NA	1:ruvbl1	NA	NA	NA	NA	ruvbl1	zdb-gene-030109-2	predicted	NA	111	143	55.4374100987	107
NA	NA	NA	NA	NA	NA	NA	NA	dan	zdb-gene-070117-2011	predicted	NA	18	516	7.31602026983	517
NA	NA	NA	1:fosl2	NA	NA	NA	NA	fosl2	zdb-gene-070209-164	predicted	NA	98	184	40.6588484105	224
NA	NA	NA	NA	NA	NA	NA	NA	unm_t30508	zdb-gene-070117-1062	predicted	NA	18	516	7.31602026983	517
NA	NA	NA	NA	NA	NA	NA	NA	h9gxw8_danre	NA	predicted	NA	121	113	50.0729411765	144
NA	NA	NA	NA	NA	NA	NA	NA	intl2	NA	predicted	NA	2	609	0.91	609
NA	NA	NA	1:neurog1	NA	NA	NA	NA	neurog1	zdb-gene-990415-174	predicted	NA	27	480	11.0559627058	491
NA	NA	NA	1:cdk1	NA	NA	NA	NA	cdk1	zdb-gene-010320-1	predicted	NA	195	19	93.9168520262	14
NA	NA	NA	1:plk1	NA	NA	NA	NA	plk1	zdb-gene-021115-7	predicted	NA	90	212	45.7277669669	185
NA	NA	NA	NA	NA	NA	NA	NA	zmp:0000000932	zdb-gene-130530-935	predicted	NA	9	573	3.46823529412	579
NA	NA	NA	1:mapk3	NA	NA	NA	NA	mapk3	zdb-gene-040121-1	predicted	NA	260	2	121.53275206	2
NA	NA	NA	1:mapk1	NA	NA	NA	NA	mapk1	zdb-gene-030722-2	predicted	NA	209	13	96.395584766	12
NA	NA	NA	1:mapk6	NA	NA	NA	NA	mapk6	zdb-gene-050420-7	predicted	NA	123	107	48.6317647059	157
NA	NA	NA	1:mapk7	NA	NA	NA	NA	mapk7	zdb-gene-050320-10	predicted	NA	127	95	50.5182352941	139
NA	NA	NA	1:mapk4	NA	NA	NA	NA	mapk4	zdb-gene-040426-2835	predicted	NA	115	128	45.0335294118	191
NA	NA	NA	1:gdnf	NA	NA	NA	NA	gdnfa	zdb-gene-010226-1	predicted	NA	29	471	12.5051798268	467
NA	NA	NA	1:mapk9	NA	NA	NA	NA	mapk9	zdb-gene-091117-28	predicted	NA	114	132	52.2715725672	125
NA	NA	NA	NA	NA	NA	NA	NA	unm_t30601	zdb-gene-070117-1339	predicted	NA	18	516	7.31602026983	517
NA	NA	NA	NA	NA	NA	NA	NA	insb	zdb-gene-040113-2	predicted	NA	43	410	19.6148668832	416
NA	NA	NA	NA	NA	NA	NA	NA	dnajc3	NA	predicted	NA	88	216	36.8411764706	250
NA	NA	NA	1:cib2	NA	NA	NA	NA	cib2	zdb-gene-040426-1663	predicted	NA	64	330	25.3319082856	356
NA	NA	NA	1:rps24	NA	NA	NA	NA	rps24	zdb-gene-040109-5	predicted	NA	59	347	30.3910067465	309
NA	NA	NA	1:ehmt2	NA	NA	NA	NA	ehmt2	zdb-gene-010501-6	predicted	NA	189	21	82.9897388596	26
NA	NA	NA	1:rel	NA	NA	NA	NA	rel	zdb-gene-040718-255	predicted	NA	70	301	29.9779763756	312
NA	NA	NA	1:snrpc	NA	NA	NA	NA	snrpc	zdb-gene-020419-26	predicted	NA	62	340	31.8793675943	298
NA	NA	NA	1:snrpa	NA	NA	NA	NA	snrpa	zdb-gene-030131-2841	predicted	NA	30	466	15.6076470588	440
NA	NA	NA	1:psmb1	NA	NA	NA	NA	psmb1	zdb-gene-040618-2	predicted	NA	72	289	36.0321663937	256
NA	NA	NA	NA	NA	NA	NA	NA	frem1a	zdb-gene-081119-1	predicted	NA	6	592	2.91438124846	588
NA	NA	NA	1:rac3	NA	NA	NA	NA	rac3b	zdb-gene-080220-21	predicted	NA	115	128	49.2352941176	154
NA	NA	NA	1:ppm1b	NA	NA	NA	NA	ppm1ba	zdb-gene-991102-16	predicted	NA	36	441	12.89	466
NA	NA	NA	1:rhoq	NA	NA	NA	NA	rhoq	zdb-gene-030131-5721	predicted	NA	81	240	33.4052941176	280
NA	NA	NA	1:rhov	NA	NA	NA	NA	rhov	zdb-gene-031002-10	predicted	NA	79	250	32.6253445865	292
NA	NA	NA	NA	NA	NA	NA	NA	si:dkey-106c17.3	NA	predicted	NA	7	586	2.73470588235	593
NA	NA	NA	NA	NA	NA	NA	NA	im:7150573	NA	predicted	NA	2	609	0.91	609
NA	NA	NA	1:rhoj	NA	NA	NA	NA	rhoj	zdb-gene-040724-272	predicted	NA	76	266	31.2764705882	304
NA	NA	NA	1:rhoh	NA	NA	NA	NA	rhoh	zdb-gene-060228-7	predicted	NA	76	266	31.3188235294	301
NA	NA	NA	NA	NA	NA	NA	NA	si:ch211-193e13.3	NA	predicted	NA	37	433	13.0488235294	464
NA	NA	NA	1:rhof	NA	NA	NA	NA	rhof	zdb-gene-050522-280	predicted	NA	76	266	31.3005882353	303
NA	NA	NA	1:ikbkap	NA	NA	NA	NA	elp1	zdb-gene-071116-7	predicted	NA	13	550	5.67792800861	561
NA	NA	NA	NA	NA	NA	NA	NA	si:ch73-266o15.4	zdb-gene-070705-229	predicted	NA	48	400	23.0205882353	384
NA	NA	NA	1:rpl7	NA	NA	NA	NA	rpl7	zdb-gene-030131-8654	predicted	NA	88	216	51.2077291213	134
NA	NA	NA	1:chd4	NA	NA	NA	NA	chd4a	zdb-gene-041111-187	predicted	NA	26	484	10.4988235294	495
NA	NA	NA	NA	NA	NA	NA	NA	rpl3	zdb-gene-030131-1291	predicted	NA	87	221	52.6457344393	121
NA	NA	NA	1:pi4ka	NA	NA	NA	NA	pi4kaa	zdb-gene-100204-2	predicted	NA	108	156	46.1226812114	179
NA	NA	NA	NA	NA	NA	NA	NA	ttn.1	zdb-gene-030616-413	predicted	NA	100	183	47.0953159285	173
NA	NA	NA	NA	NA	NA	NA	NA	unm_m483	zdb-gene-070117-538	predicted	NA	18	516	7.31602026983	517
NA	NA	NA	1:ppp3cc	NA	NA	NA	NA	ppp3ccb	zdb-gene-070112-1102	predicted	NA	24	494	9.53588235294	502
NA	NA	NA	1:polr2f	NA	NA	NA	NA	polr2f	zdb-gene-040718-279	predicted	NA	54	373	27.6094117647	334
NA	NA	NA	NA	NA	NA	NA	NA	atr	zdb-gene-070912-458	predicted	NA	137	79	59.5749100213	87
NA	NA	NA	NA	NA	NA	NA	NA	polr2c	zdb-gene-030131-6609	predicted	NA	79	250	39.4270588235	235
NA	NA	NA	1:polr2b	NA	NA	NA	NA	polr2b	zdb-gene-041008-1	predicted	NA	110	148	57.4956704305	96
NA	NA	NA	NA	NA	NA	NA	NA	si:dkey-110j1.3	NA	predicted	NA	104	167	40.5494117647	227
NA	NA	NA	NA	NA	NA	NA	NA	polr2i	zdb-gene-041010-106	predicted	NA	39	422	20.9305882353	400
NA	NA	NA	1:polr2j	NA	NA	NA	NA	polr2j	zdb-gene-050522-120	predicted	NA	38	429	20.9852941177	399
NA	NA	NA	1:actc1	NA	NA	NA	NA	actc1b	zdb-gene-000322-1	predicted	NA	126	100	51.8525785594	132
NA	NA	NA	1:actc1	NA	NA	NA	NA	actc1a	zdb-gene-040520-4	predicted	NA	155	50	68.602666473	43
NA	NA	NA	1:prkcb	NA	NA	NA	NA	prkcbb	zdb-gene-040426-1178	predicted	NA	182	29	79.5528604845	30
NA	NA	NA	1:ppp3ca	NA	NA	NA	NA	ppp3ca	zdb-gene-091113-24	predicted	NA	32	459	12.0982352941	475
NA	NA	NA	1:gnb1	NA	NA	NA	NA	gnb1a	zdb-gene-030131-823	predicted	NA	88	216	39.8276470588	234
NA	NA	NA	NA	NA	NA	NA	NA	rs1	NA	predicted	NA	1	614	0.337058823529	616
NA	NA	NA	1:cyb5d1	NA	NA	NA	NA	cyb5d1	zdb-gene-050417-173	predicted	NA	3	605	1.43294117647	605
NA	NA	NA	NA	NA	NA	NA	NA	cdc42l	zdb-gene-030131-6069	predicted	NA	94	199	38.6564705882	241
NA	NA	NA	1:pikfyve	NA	NA	NA	NA	pikfyve	zdb-gene-030131-9636	predicted	NA	141	75	58.1611764706	94
NA	NA	NA	1:pold1	NA	NA	NA	NA	pold1	zdb-gene-060429-1	predicted	NA	118	119	54.0786004561	114
NA	NA	NA	1:ylpm1	NA	NA	NA	NA	ylpm1	zdb-gene-030131-2196	predicted	NA	3	605	1.28882352941	608
NA	NA	NA	1:nifk	NA	NA	NA	NA	nifk	zdb-gene-021231-4	predicted	NA	61	344	34.5939249779	266
NA	NA	NA	NA	NA	NA	NA	NA	nop56	zdb-gene-040109-1	predicted	NA	73	285	43.4450941603	205
NA	NA	NA	1:ehmt1	NA	NA	NA	NA	ehmt1a	zdb-gene-040724-44	predicted	NA	88	216	34.2641176471	270
NA	NA	NA	1:ehmt1	NA	NA	NA	NA	ehmt1b	zdb-gene-080515-3	predicted	NA	90	212	34.9247058823	262
NA	NA	NA	1:scn4a	NA	NA	NA	NA	scn4aa	zdb-gene-051201-2	predicted	NA	14	545	6.12431129032	547
NA	NA	NA	1:scn4a	NA	NA	NA	NA	scn4ab	zdb-gene-051201-1	predicted	NA	14	545	6.12784070209	546
NA	NA	NA	1:tcf7l1	NA	NA	NA	NA	tcf7l1a	zdb-gene-980605-30	predicted	NA	80	244	36.2430145908	252
NA	NA	NA	NA	NA	NA	NA	NA	stn	zdb-gene-070117-2406	predicted	NA	79	250	36.0378712125	255
NA	NA	NA	NA	NA	NA	NA	NA	zgc:86725	NA	predicted	NA	66	323	25.2370588235	357
NA	NA	NA	1:cnr2	NA	NA	NA	NA	cnr2	zdb-gene-040702-7	predicted	NA	32	459	15.8588477929	436
NA	NA	NA	NA	NA	NA	NA	NA	hfe2	zdb-gene-030131-651	predicted	NA	30	466	12.4367509458	468
NA	NA	NA	1:galnt13	NA	NA	NA	NA	galnt13	zdb-gene-091204-444	predicted	NA	7	586	2.71117647059	594
NA	NA	NA	1:kcnk5	NA	NA	NA	NA	kcnk5b	zdb-gene-040426-1297	direct_annotation_to_the_pelvic_fin	NA	38	429	14.2794664946	450
NA	NA	NA	1:ube4a	NA	NA	NA	NA	ube4a	zdb-gene-070410-21	predicted	NA	15	540	5.75588235294	560
NA	NA	NA	NA	NA	NA	NA	NA	nkx2.7	zdb-gene-990415-179	predicted	NA	31	465	11.904173471	482
NA	NA	NA	1:ncbp2	NA	NA	NA	NA	ncbp2	zdb-gene-020419-31	predicted	NA	77	261	45.2371817789	188
NA	NA	NA	1:pax4	NA	NA	NA	NA	pax4	zdb-gene-041210-244	predicted	NA	5	596	2.03134278119	599
NA	NA	NA	1:akt2	NA	NA	NA	NA	akt2	zdb-gene-031007-5	predicted	NA	174	35	77.0797416922	34
NA	NA	NA	1:apoa1	NA	NA	NA	NA	apoa1a	zdb-gene-990415-14	predicted	NA	1	614	0.531764705882	614
NA	NA	NA	1:lhx2	NA	NA	NA	NA	lhx2b	zdb-gene-051220-1	predicted	NA	58	351	23.0497061682	382
NA	NA	NA	NA	NA	NA	NA	NA	wu:ft34d10	NA	predicted	NA	75	273	32.9694117647	287
NA	NA	NA	NA	NA	NA	NA	NA	rps28	zdb-gene-030131-2022	predicted	NA	37	433	23.0886930059	381
NA	NA	NA	1:ddx27	NA	NA	NA	NA	ddx27	zdb-gene-031001-8	predicted	NA	95	197	49.0440093746	155
NA	NA	NA	1:furin	NA	NA	NA	NA	furina	zdb-gene-040901-1	predicted	NA	93	203	37.9246132703	245
NA	NA	NA	1:tab1	NA	NA	NA	NA	tab1	zdb-gene-060628-1	predicted	NA	58	351	22.5476470588	387
NA	NA	NA	1:ube2i	NA	NA	NA	NA	ube2ib	zdb-gene-990614-17	predicted	NA	74	279	31.313498202	302
NA	NA	NA	NA	NA	NA	NA	NA	aurka	zdb-gene-040801-161	predicted	NA	50	393	23.4616861439	376
NA	NA	NA	NA	NA	NA	NA	NA	aurkb	zdb-gene-020419-40	predicted	NA	57	357	27.3959958774	338
NA	NA	NA	NA	NA	NA	NA	NA	slc8a4a	zdb-gene-060110-2	predicted	NA	9	573	3.10482465154	586
NA	NA	NA	1:acaca	NA	NA	NA	NA	acaca	zdb-gene-060526-74	predicted	NA	103	169	47.3041176471	172
NA	NA	NA	1:acacb	NA	NA	NA	NA	acacb	zdb-gene-060526-132	predicted	NA	103	169	47.3529411765	170
NA	NA	NA	1:nmur1	NA	NA	NA	NA	nmur1a	zdb-gene-081104-220	predicted	NA	24	494	12.1085978889	474
NA	NA	NA	NA	NA	NA	NA	NA	unm_m565	zdb-gene-070117-147	predicted	NA	18	516	7.31602026983	517
NA	NA	NA	1:rrm1	NA	NA	NA	NA	rrm1	zdb-gene-990415-247	predicted	NA	96	194	46.86643466	175
NA	NA	NA	NA	NA	NA	NA	NA	prkacb	NA	predicted	NA	67	315	28.6364705882	324
NA	NA	NA	1:flt4	NA	NA	NA	NA	flt4	zdb-gene-980526-326	predicted	NA	125	103	52.5479256662	123
